repo_url,reuse_file,percent covered
github.com/huggingface/transformers,tests/models/encoder_decoder/test_modeling_tf_encoder_decoder.py,
github.com/huggingface/transformers,tests/generation/test_utils.py,
github.com/huggingface/transformers,tests/models/gpt_neo/test_modeling_flax_gpt_neo.py,
github.com/huggingface/transformers,tests/generation/test_configuration_utils.py,
github.com/huggingface/transformers,tests/test_modeling_utils.py,
github.com/huggingface/transformers,tests/models/gpt2/test_modeling_tf_gpt2.py,
github.com/huggingface/transformers,src/transformers/models/mgp_str/processing_mgp_str.py,
github.com/huggingface/transformers,examples/research_projects/information-gain-filtration/run_clm_igf.py,
github.com/huggingface/transformers,tests/models/encoder_decoder/test_modeling_flax_encoder_decoder.py,
github.com/huggingface/transformers,tests/models/vision_encoder_decoder/test_modeling_tf_vision_encoder_decoder.py,
github.com/huggingface/transformers,tests/models/gpt2/test_modeling_flax_gpt2.py,
github.com/huggingface/transformers,tests/models/gptj/test_modeling_flax_gptj.py,
github.com/huggingface/transformers,tests/models/gpt2/test_modeling_gpt2.py,
github.com/huggingface/transformers,tests/test_tokenization_utils.py,
github.com/huggingface/transformers,tests/models/encoder_decoder/test_modeling_encoder_decoder.py,
github.com/huggingface/transformers,tests/models/albert/test_modeling_flax_albert.py,
github.com/huggingface/transformers,tests/models/albert/test_modeling_tf_albert.py,
github.com/huggingface/transformers,tests/models/albert/test_modeling_albert.py,
github.com/huggingface/transformers,src/transformers/models/vilt/convert_vilt_original_to_pytorch.py,
github.com/huggingface/transformers,tests/test_tokenization_common.py,
github.com/huggingface/transformers,tests/models/encoder_decoder/test_modeling_tf_encoder_decoder.py,
github.com/huggingface/transformers,tests/models/bert/test_modeling_bert.py,
github.com/huggingface/transformers,src/transformers/models/blip/convert_blip_original_pytorch_to_hf.py,
github.com/huggingface/transformers,src/transformers/models/align/convert_align_tf_to_hf.py,
github.com/huggingface/transformers,tests/models/auto/test_configuration_auto.py,
github.com/huggingface/transformers,src/transformers/models/mgp_str/processing_mgp_str.py,
github.com/huggingface/transformers,src/transformers/models/git/convert_git_to_pytorch.py,
github.com/huggingface/transformers,src/transformers/models/instructblip/convert_instructblip_original_to_pytorch.py,
github.com/huggingface/transformers,examples/research_projects/bertabs/run_summarization.py,
github.com/huggingface/transformers,examples/research_projects/bertabs/modeling_bertabs.py,
github.com/huggingface/transformers,tests/trainer/test_trainer_seq2seq.py,
github.com/huggingface/transformers,examples/research_projects/bertabs/convert_bertabs_original_pytorch_checkpoint.py,
github.com/huggingface/transformers,tests/models/encoder_decoder/test_modeling_encoder_decoder.py,
github.com/huggingface/transformers,tests/models/qdqbert/test_modeling_qdqbert.py,
github.com/huggingface/transformers,tests/models/roberta/test_modeling_roberta.py,
github.com/huggingface/transformers,tests/models/roberta/test_modeling_tf_roberta.py,
github.com/huggingface/transformers,src/transformers/models/bort/convert_bort_original_gluonnlp_checkpoint_to_pytorch.py,
github.com/huggingface/transformers,tests/models/xlm_roberta/test_modeling_flax_xlm_roberta.py,
github.com/huggingface/transformers,tests/models/xlm_roberta/test_tokenization_xlm_roberta.py,
github.com/huggingface/transformers,tests/models/xlm_roberta/test_modeling_xlm_roberta.py,
github.com/huggingface/transformers,tests/models/xmod/test_modeling_xmod.py,
github.com/hwchase17/langchain,tests/integration_tests/test_text_splitter.py,
github.com/hwchase17/langchain,langchain/schema/language_model.py,
github.com/tensorflow/models,official/projects/fffner/utils/create_data.py,
github.com/openai/openai-cookbook,transition_guides_for_deprecated_API_endpoints/answers_functionality_example.py,
github.com/openai/openai-cookbook,transition_guides_for_deprecated_API_endpoints/classification_functionality_example.py,
github.com/openai/openai-cookbook,transition_guides_for_deprecated_API_endpoints/search_functionality_example.py,
github.com/hpcaitech/ColossalAI,examples/language/gpt/titans/dataset/webtext.py,
github.com/hpcaitech/ColossalAI,applications/Chat/coati/ray/utils.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/train_prompts.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/inference.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/community/peft/train_peft_sft.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/train_sft.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/train_reward_model.py,
github.com/hpcaitech/ColossalAI,tests/kit/model_zoo/transformers/albert.py,0.0
github.com/hpcaitech/ColossalAI,tests/test_tensor/model/test_model.py,
github.com/ray-project/ray,doc/source/serve/doc_code/gradio-original.py,
github.com/ray-project/ray,doc/source/ray-overview/doc_test/ray_serve.py,
github.com/ray-project/ray,doc/source/serve/doc_code/object_detection.py,
github.com/ray-project/ray,release/serve_tests/workloads/serve_resnet_benchmark.py,
github.com/jerryjliu/llama_index,llama_index/vector_stores/pinecone.py,
