repo_url,reuse_file,percent covered
github.com/hpcaitech/ColossalAI,examples/language/gpt/titans/dataset/webtext.py,
github.com/hpcaitech/ColossalAI,applications/Chat/coati/ray/utils.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/train_prompts.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/inference.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/community/peft/train_peft_sft.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/train_sft.py,
github.com/hpcaitech/ColossalAI,applications/Chat/examples/train_reward_model.py,
github.com/hpcaitech/ColossalAI,tests/kit/model_zoo/transformers/albert.py,48.648648648648646
github.com/hpcaitech/ColossalAI,tests/test_tensor/model/test_model.py,
github.com/ray-project/ray,doc/source/serve/doc_code/gradio-original.py,
github.com/ray-project/ray,doc/source/ray-overview/doc_test/ray_serve.py,
github.com/ray-project/ray,doc/source/serve/doc_code/object_detection.py,
github.com/ray-project/ray,release/serve_tests/workloads/serve_resnet_benchmark.py,
github.com/jerryjliu/llama_index,llama_index/vector_stores/pinecone.py,
github.com/gradio-app/gradio,demo/text_generation/run.py,
github.com/gradio-app/gradio,demo/unified_demo_text_generation/run.py,
github.com/huggingface/diffusers,scripts/convert_unidiffuser_to_diffusers.py,0.0
github.com/huggingface/diffusers,src/diffusers/pipelines/stable_diffusion/convert_from_ckpt.py,
github.com/huggingface/diffusers,scripts/convert_versatile_diffusion_to_diffusers.py,0.0
github.com/huggingface/diffusers,src/diffusers/pipelines/stable_diffusion/convert_from_ckpt.py,
github.com/huggingface/diffusers,scripts/convert_unidiffuser_to_diffusers.py,0.0
github.com/huggingface/diffusers,scripts/convert_unclip_txt2img_to_image_variation.py,0.0
github.com/huggingface/diffusers,scripts/convert_if.py,0.0
github.com/huggingface/diffusers,tests/pipelines/controlnet/test_controlnet_img2img.py,0.0
github.com/huggingface/diffusers,tests/pipelines/controlnet/test_controlnet.py,0.0
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion_safe/test_safe_diffusion.py,0.0
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_stable_diffusion_inpaint_legacy.py,
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_onnx_stable_diffusion.py,0.0
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_stable_diffusion_inpaint.py,0.0
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_stable_diffusion.py,0.0
github.com/huggingface/diffusers,tests/pipelines/controlnet/test_flax_controlnet.py,0.0
github.com/huggingface/diffusers,tests/pipelines/semantic_stable_diffusion/test_semantic_diffusion.py,0.0
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_img2img.py,0.0
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_stable_diffusion_img2img.py,0.0
github.com/huggingface/diffusers,tests/pipelines/controlnet/test_controlnet_inpaint.py,0.0
github.com/invoke-ai/InvokeAI,invokeai/backend/install/invokeai_configure.py,
github.com/PaddlePaddle/PaddleNLP,examples/torch_migration/pipeline/Step2/test_data.py,
github.com/PaddlePaddle/PaddleNLP,examples/torch_migration/pipeline/weights/torch_bert_weight.py,
github.com/PaddlePaddle/PaddleNLP,examples/language_model/roberta/run_pretrain.py,
github.com/PaddlePaddle/PaddleNLP,tests/transformers/roberta/test_modeling.py,
github.com/Sygil-Dev/Sygil-WebUI,ldm/modules/encoders/modules.py,
github.com/Sygil-Dev/Sygil-WebUI,ldm/models/blip.py,
github.com/Sygil-Dev/Sygil-WebUI,scripts/convert_original_stable_diffusion_to_diffusers.py,
github.com/Sygil-Dev/Sygil-WebUI,scripts/convert_original_stable_diffusion_to_diffusers.py,
github.com/EleutherAI/lm-evaluation-harness,scripts/make_gpt2_test_cases.py,
github.com/EleutherAI/lm-evaluation-harness,scripts/cost_estimate.py,
github.com/EleutherAI/lm-evaluation-harness,lm_eval/models/gpt3.py,
github.com/kohya-ss/sd-scripts,finetune/blip/blip.py,
